,student_id,How likely are you to use this model for academic tasks?,"Based on your experience, how often has this model given you a response that felt suboptimal?",How often do you expect this model to provide responses with references or supporting evidence?,How often do you verify this model's responses?,label,best_task_brainstorming_or_generating_creative_ideas,best_task_converting_content_between_formats_e.g.,best_task_data_processing_or_analysis,best_task_drafting_professional_text_e.g.,best_task_explaining_complex_concepts_simply,best_task_latex,best_task_math_computations,best_task_writing_or_debugging_code,best_task_writing_or_editing_essays/reports,best_task_emails,best_task_résumés,subopt_task_brainstorming_or_generating_creative_ideas,subopt_task_converting_content_between_formats_e.g.,subopt_task_data_processing_or_analysis,subopt_task_drafting_professional_text_e.g.,subopt_task_explaining_complex_concepts_simply,subopt_task_latex,subopt_task_math_computations,subopt_task_writing_or_debugging_code,subopt_task_writing_or_editing_essays/reports,subopt_task_emails,subopt_task_résumés
176,59,1,1.0,1.0,1.0,Gemini,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
177,60,4,4.0,3.0,5.0,ChatGPT,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
178,60,3,4.0,3.0,4.0,Claude,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0
179,60,3,3.0,4.0,4.0,Gemini,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
180,61,4,3.0,2.0,4.0,ChatGPT,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1
181,61,5,2.0,1.0,2.0,Claude,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1
182,61,2,3.0,4.0,2.0,Gemini,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,62,3,2.0,4.0,4.0,ChatGPT,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
184,62,3,1.0,3.0,5.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
185,62,3,1.0,3.0,3.0,Gemini,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
186,63,5,4.0,2.0,3.0,ChatGPT,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
187,63,3,3.0,2.0,2.0,Claude,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
188,63,2,2.0,3.0,2.0,Gemini,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
189,64,4,3.0,3.0,4.0,ChatGPT,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
190,64,3,3.0,3.0,3.0,Claude,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
191,64,3,3.0,3.0,3.0,Gemini,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
192,65,5,3.0,5.0,5.0,ChatGPT,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
193,65,3,3.0,5.0,5.0,Claude,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
194,65,3,4.0,5.0,5.0,Gemini,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
195,66,3,4.0,2.0,5.0,ChatGPT,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
196,66,3,3.0,3.0,5.0,Claude,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
197,66,4,3.0,4.0,4.0,Gemini,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0
198,67,4,3.0,2.0,3.0,ChatGPT,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
199,67,3,3.0,2.8055555555555554,4.0,Claude,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
200,67,5,3.0,2.8055555555555554,3.0,Gemini,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
201,68,5,4.0,4.0,4.0,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0
202,68,3,3.0,3.0,4.0,Claude,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
203,68,2,3.0,4.0,5.0,Gemini,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
204,69,4,3.0,5.0,4.0,ChatGPT,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
205,69,1,2.0,4.0,4.0,Claude,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
206,69,3,4.0,2.0,3.0,Gemini,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
207,70,4,3.0,3.0,4.0,ChatGPT,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
208,70,3,2.0,2.0,3.0,Claude,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
209,70,4,2.0,5.0,3.0,Gemini,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
210,71,4,3.0,4.0,3.0,ChatGPT,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
211,71,5,2.0,4.0,2.0,Claude,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
212,71,2,3.0,4.0,2.0,Gemini,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
213,72,3,4.0,4.0,3.0,ChatGPT,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0
214,72,3,4.0,2.0,2.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
215,72,1,3.0,1.0,1.0,Gemini,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
216,73,4,3.0,5.0,4.0,ChatGPT,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0
217,73,3,4.0,3.0,4.0,Claude,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
218,73,2,4.0,2.0,2.0,Gemini,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
219,74,4,4.0,2.0,2.0,ChatGPT,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0
220,74,2,3.0,2.8055555555555554,2.0,Claude,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0
221,74,2,3.0,2.8055555555555554,2.0,Gemini,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
222,75,5,4.0,1.0,5.0,ChatGPT,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
223,75,2,3.0,2.0,3.0,Claude,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
224,75,1,1.0,1.0,1.0,Gemini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,76,4,4.0,1.0,5.0,ChatGPT,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
226,76,2,2.0,1.0,3.0,Claude,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
227,76,1,1.0,1.0,1.0,Gemini,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
228,77,5,3.0,3.0,4.0,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0
229,77,3,2.0,2.8055555555555554,4.0,Claude,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
230,77,3,3.0,2.8055555555555554,3.0,Gemini,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
231,78,5,2.0,4.0,2.0,ChatGPT,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
232,78,4,2.0,4.0,3.0,Claude,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1
233,78,5,3.0,5.0,4.0,Gemini,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
234,79,5,3.0,4.0,5.0,ChatGPT,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
235,79,3,4.0,4.0,4.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
236,79,3,5.0,4.0,5.0,Gemini,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
237,80,1,4.0,4.0,3.0,ChatGPT,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
238,80,2,3.0,3.0,5.0,Claude,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
239,80,1,2.0,2.0,3.0,Gemini,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
240,81,3,3.0,3.0,2.0,ChatGPT,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0
241,81,3,3.0,3.0,2.0,Claude,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0
242,81,1,2.0,1.0,3.0,Gemini,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0
243,82,3,4.0,3.0,5.0,ChatGPT,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
244,82,4,2.0,4.0,4.0,Claude,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
245,82,2,4.0,3.0,5.0,Gemini,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0
246,83,5,3.0,4.0,4.0,ChatGPT,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0
247,83,3,3.0,3.0,4.0,Claude,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1
248,83,3,3.0,3.0,3.0,Gemini,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1
249,84,4,2.0,2.0,4.0,ChatGPT,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
250,84,1,4.0,1.0,5.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
251,84,1,3.0,1.0,1.0,Gemini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
252,85,2,3.0,3.0,5.0,ChatGPT,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
253,85,3,3.0,2.0,4.0,Claude,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
254,85,1,4.0,2.0,4.0,Gemini,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0
255,86,5,2.0,3.0,4.0,ChatGPT,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
256,86,1,3.0,1.0,1.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
257,86,1,3.0,1.0,1.0,Gemini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
258,87,4,4.0,3.0,3.0,ChatGPT,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
259,87,3,2.0,3.0,3.0,Claude,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
260,87,2,2.0,4.0,3.0,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
261,88,5,3.0,2.0,4.0,ChatGPT,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
262,88,1,2.0,2.0,3.0,Claude,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,88,1,2.0,3.0,3.0,Gemini,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
264,89,4,4.0,3.0,3.0,ChatGPT,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0
265,89,3,3.0,4.0,3.0,Claude,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
266,89,3,3.0,4.0,3.0,Gemini,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
267,90,4,3.0,3.0,5.0,ChatGPT,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1
268,90,3,3.0,3.0,4.0,Claude,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1
269,90,1,1.0,2.0,2.0,Gemini,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
270,91,4,3.0,4.0,4.0,ChatGPT,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
271,91,4,2.0,2.0,4.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
272,91,4,2.0,5.0,3.0,Gemini,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
273,92,5,2.0,3.0,5.0,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
274,92,2,3.0,2.8055555555555554,5.0,Claude,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
275,92,3,3.0,2.8055555555555554,5.0,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
276,93,5,4.0,2.0,4.0,ChatGPT,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
277,93,4,2.0,1.0,3.0,Claude,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
278,93,3,3.0,4.0,4.0,Gemini,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
279,94,4,4.0,5.0,5.0,ChatGPT,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
280,94,2,4.0,1.0,5.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1
281,94,4,4.0,3.0,3.0,Gemini,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1
282,95,4,3.0,3.0,5.0,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283,95,4,3.0,2.8055555555555554,5.0,Claude,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
284,95,1,1.0,2.8055555555555554,1.0,Gemini,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
285,96,3,4.0,3.0,5.0,ChatGPT,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
286,96,3,3.0,2.0,3.0,Claude,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1
287,96,2,3.0,4.0,3.0,Gemini,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
288,97,5,3.0,2.0,3.0,ChatGPT,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0
289,97,4,3.0,2.0,2.0,Claude,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
290,97,4,3.0,2.0,3.0,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0
291,98,3,3.0,2.0,3.0,ChatGPT,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
292,98,2,3.0,2.0,4.0,Claude,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
293,98,3,3.0,4.0,4.0,Gemini,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
294,99,4,3.0,2.0,4.0,ChatGPT,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
295,99,1,2.0,2.0,2.0,Claude,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
296,99,4,2.0,5.0,3.0,Gemini,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
297,100,3,3.0,3.0,4.0,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
298,100,1,3.0,3.0,3.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
299,100,2,4.0,3.0,3.0,Gemini,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
300,101,4,3.0,4.0,4.0,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
301,101,3,3.0,3.0,3.0,Claude,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
302,101,3,3.0,4.0,3.0,Gemini,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
303,102,5,3.0,3.0,3.0,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
304,102,1,2.0,2.0,1.0,Claude,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
305,102,3,2.0,4.0,3.0,Gemini,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
306,103,5,3.0,2.0,3.0,ChatGPT,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
307,103,4,2.0,2.0,2.0,Claude,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308,103,1,3.0,2.0,2.0,Gemini,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
309,104,3,3.0,2.0,4.0,ChatGPT,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
310,104,3,3.0,2.0,3.0,Claude,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
311,104,1,3.0,1.0,1.0,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
312,105,5,3.0,4.0,2.0,ChatGPT,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
313,105,4,3.0,3.0,3.0,Claude,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
314,105,3,3.0,4.0,3.0,Gemini,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
315,106,5,4.0,1.0,2.0,ChatGPT,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
316,106,3,3.0,3.0,1.0,Claude,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
317,106,3,3.0,5.0,1.0,Gemini,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
318,107,3,3.0,2.0,5.0,ChatGPT,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
319,107,3,3.0,2.0,5.0,Claude,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
320,107,3,3.0,3.0,5.0,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
321,108,3,3.0,2.0,3.0,ChatGPT,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
322,108,2,2.0,2.0,2.0,Claude,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1
323,108,4,3.0,2.0,3.0,Gemini,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1
324,109,2,3.0,2.0,5.0,ChatGPT,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
325,109,1,3.0,2.0,5.0,Claude,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
326,109,2,3.0,2.0,5.0,Gemini,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
327,110,4,4.0,3.0,2.0,ChatGPT,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
328,110,4,2.0,3.0,2.0,Claude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
329,110,1,1.0,3.0,3.0,Gemini,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
330,111,5,2.0,4.0,2.0,ChatGPT,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
331,111,2,3.0,3.0,2.0,Claude,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
332,111,2,3.0,2.0,2.0,Gemini,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
333,112,5,3.0,4.0,3.0,ChatGPT,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
334,112,2,2.0,2.0,2.0,Claude,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1
335,112,1,3.0,1.0,1.0,Gemini,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1
336,113,3,3.0,2.0,4.0,ChatGPT,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1
337,113,1,3.0,2.0,4.0,Claude,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1
338,113,1,4.0,2.0,5.0,Gemini,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
339,114,3,3.0,3.0,3.0,ChatGPT,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
340,114,1,3.0,3.0,3.0,Claude,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
341,114,3,3.0,3.0,3.0,Gemini,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
342,115,4,3.0,2.0,2.0,ChatGPT,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
343,115,5,3.0,2.0,2.0,Claude,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
344,115,3,3.0,4.0,2.0,Gemini,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
345,116,3,3.0,4.0,4.0,ChatGPT,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
346,116,2,3.0,3.0,4.0,Claude,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
347,116,1,4.0,2.0,2.0,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
348,117,5,3.0,3.0,3.0,ChatGPT,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
349,117,4,3.0,3.0,3.0,Claude,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
350,117,3,3.0,4.0,4.0,Gemini,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0
351,118,5,5.0,3.0,4.0,ChatGPT,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
352,118,2,3.0,2.0,3.0,Claude,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
353,118,3,3.0,4.0,2.0,Gemini,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1
354,119,4,3.0,5.0,4.0,ChatGPT,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
355,119,4,3.0,3.0,1.0,Claude,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
356,119,3,3.0,1.0,1.0,Gemini,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
357,120,4,4.0,4.0,5.0,ChatGPT,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0
358,120,4,3.0,2.0,4.0,Claude,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
359,120,2,4.0,3.0,4.0,Gemini,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0
360,121,2,3.0,4.0,4.0,ChatGPT,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
361,121,2,4.0,4.0,5.0,Claude,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0
362,121,1,3.0,5.0,5.0,Gemini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
363,122,3,4.0,2.0,4.0,ChatGPT,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
364,122,2,3.0,3.0,4.0,Claude,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0
